English,French
I can't draw.,Je ne sais pas dessiner.
I can't help.,Je n'y peux rien.
I can't move.,Je ne peux pas bouger.
I can't sing.,Je suis incapable de chanter.
I can't sing.,Je ne sais pas chanter.
I can't stay.,Je ne peux pas rester.
I can't stop.,Je ne peux pas m'arrêter.
I can't stop.,Je ne parviens pas à m'arrêter.
I can't surf.,Je ne sais pas surfer.
I can't swim.,Je ne sais pas nager.
I can't wait.,Je suis impatient.
I can't wait.,Je suis impatiente.
I can't wait.,J’ai hâte.
I can't walk.,Je ne peux pas marcher.
I caught Tom.,J'ai attrapé Tom.
I chased Tom.,J'ai poursuivi Tom.
I could help.,Je pourrais aider.
I could help.,Je pouvais aider.
I could walk.,Je pouvais marcher.
I could walk.,Je pourrais marcher.
"I cried, too.",J'ai également pleuré.
I cry easily.,Je pleure facilement.
I cut myself.,Je me suis coupé.
I cut myself.,Je me suis coupée.
I cut myself.,Je me coupai.
I deserve it.,Je le mérite.
I did my job.,J'ai fait mon travail.
I did my job.,Je fis mon travail.
I did my job.,J'ai effectué mon boulot.
I did see it.,"Je l'ai vu, en effet."
I didn't ask.,Je n'ai pas demandé.
I didn't cry.,Je n'ai pas pleuré.
I didn't pay.,Je n'ai pas payé.
I didn't win.,Je n'ai pas gagné.
I didn't win.,Je ne l'ai pas emporté.
I do want it.,Je le veux.
I do want it.,Je le veux vraiment.
I don't bite.,Je ne mords pas.
I don't care.,Ça m'est égal.
I don't care.,Je m'en fous.
I don't care.,Je m'en moque.
I don't care.,Je ne m'en soucie pas.
I don't care.,Je m'en fiche.
I don't care.,Je m’en branle.
I don't date.,Je ne sors pas avec des filles.
I don't date.,Je ne sors pas avec des garçons.
I don't date.,Je ne sors pas avec une fille.
I don't date.,Je ne sors pas avec un garçon.
I don't date.,Je ne courtise pas.
I don't know.,Je l'ignore.
I don't mind.,Ça m'est égal.
I don't mind.,Cela m'est égal.
I don't read.,Je ne lis pas.
I doubt that.,J'en doute.
I drank milk.,Je buvais du lait.
I drink beer.,Je bois de la bière.
I drink wine.,Je bois du vin.
I drive fast.,Je conduis vite.
I eat slowly.,Je mange lentement.
I enjoy life.,J'aime la vie.
I enjoyed it.,J'y ai pris plaisir.
I feel alive.,Je me sens vivant.
I feel awful.,Je me sens affreusement mal.
I feel dizzy.,Je me sens drôle.
I feel dizzy.,J’ai la tête qui tourne.
I feel dizzy.,J’ai des vertiges.
I feel faint.,Je sens que je vais m'évanouir.
I feel faint.,Je me sens mal.
I feel faint.,Je me sens faible.
I feel faint.,Je me sens pris de malaise.
I feel faint.,Je me sens prise de malaise.
I feel funny.,Je me sens drôle.
I feel funny.,Je me sens bizarre.
I feel giddy.,J'ai la tête qui tourne.
I feel giddy.,J'ai la tête qui me tourne.
I feel giddy.,Je suis pris de vertiges.
I feel giddy.,Je suis prise de vertiges.
I feel happy.,Je me sens heureux.
I feel lousy.,Je ne me sens pas bien.
I feel lucky.,Je me sens en veine.
I feel ready.,Je me sens prêt.
I feel ready.,Je me sens prête.
I feel silly.,Je me sens stupide.
I feel young.,Je me sens jeune.
I felt awful.,Je me sentis affreusement mal.
I felt awful.,Je me suis sentie affreusement mal.
I felt awful.,Je me suis senti affreusement mal.
I felt giddy.,J'ai été pris de vertige.
I felt great.,Je me suis très bien senti.
I felt great.,Je me suis très bien sentie.
I felt happy.,Je me suis senti heureux.
I felt happy.,Je me suis sentie heureuse.
I felt naked.,Je me sentis nu.
I felt naked.,Je me suis senti nu.
I felt naked.,Je me sentis nue.
I felt naked.,Je me suis senti nue.
I felt safer.,Je me sentais davantage en sécurité.
I get it now.,Je l'ai maintenant compris.
I go jogging.,Je vais courir.
I go to work.,Je pars au boulot.
I go to work.,Je vais travailler.
I go to work.,Je me rends au travail.
I go to work.,Je vais au travail.
I got carded.,On m'a demandé ma carte d'identité pour vérifier mon âge.
I got caught.,Je me suis fait prendre.
I got caught.,On m'a attrapé.
I got caught.,On m'a attrapée.
I got dumped.,On m'a largué.
I got dumped.,On m'a larguée.
I got dumped.,J'ai été largué.
I got dumped.,J'ai été larguée.
I got sleepy.,J'ai commencé à avoir sommeil.
I got soaked.,Je me suis fait tremper.
I got the ax.,J'ai la hache.
I had doubts.,J'avais des doutes.
I handled it.,Je m'en suis occupé.
I handled it.,J'ai su y faire.
I handled it.,Je m'en suis sorti.
I handled it.,Je m'en suis sortie.
I handled it.,J'ai géré.
I hate beans.,Je déteste les haricots.
I hate flies.,Je déteste les mouches.
I hate liars.,Je déteste les menteurs.
I have a car.,J'ai une voiture.
I have a car.,Je dispose d'une voiture.
I have a cat.,J'ai un chat.
I have a cat.,J'ai une chatte.
I have a dog.,J'ai un chien.
I have a gun.,Je dispose d'une arme.
I have a gun.,J'ai une arme à feu.
I have a job.,Je dispose d'un boulot.
I have a key.,Je dispose d'une clé.
I have a kid.,J'ai un enfant.
I have a pen.,J’ai un stylo.
I have hives.,J'ai de l'urticaire.
I have money.,J'ai de l'argent.
I have needs.,J'ai des besoins.
I have plans.,J'ai des plans.
I have proof.,J'ai une preuve.
I have proof.,Je dispose d'une preuve.
I have to go.,Je dois y aller.
I have to go.,Il me faut y aller.
I have to go.,Il me faut partir.
I have to go.,Il me faut m'en aller.
I have to go.,Je dois partir.
I have to go.,Je dois m'en aller.
I hear music.,J'entends de la musique.
I heard that.,J'ai entendu ça.
I helped Tom.,J'ai aidé Tom.
I helped her.,Je l'ai aidée.
I helped him.,Je l'aidais.
I helped out.,J'ai donné un coup de main.
I honor that.,J'honore cela.
I hugged Tom.,J'ai donné un câlin à Tom.
I hugged her.,Je l'étreignis.
I improvised.,J'ai improvisé.
I just moved.,Je viens juste de déménager.
I just moved.,Je viens juste de bouger.
I just moved.,Je viens d'être muté.
I keep a dog.,J'élève un chien.
I kissed Tom.,J'ai embrassé Tom.
I know a lot.,J'en sais beaucoup.
I know a way.,Je connais un moyen.
I like beans.,J'aime les haricots.
I like bread.,J'aime le pain.
I like chess.,J'apprécie les échecs.
I like fruit.,J'aime les fruits.
I like girls.,J'aime les filles.
I like honey.,J'aime le miel.
I like music.,J'aime la musique.
I like opera.,J'apprécie l'opéra.
I like sugar.,J'aime le sucre.
I like sushi.,J'aime les sushis.
I like these.,J'aime ceux-ci.
I like these.,J'aime celles-ci.
I like women.,J'apprécie les femmes.
I like women.,J'aime les femmes.
I liked that.,J'ai aimé ça.
I live alone.,Je vis seul.
I live alone.,J'habite seul.
I lost a bet.,J'ai perdu un pari.
I lost again.,J'ai encore perdu.
I lost heart.,J'ai perdu courage.
I love birds.,J'adore les oiseaux.
I love books.,J'adore les livres.
I love bread.,J'adore le pain.
I love games.,J'adore les jeux.
I love jokes.,J'adore les blagues.
I love jokes.,J'adore les plaisanteries.
I love music.,J'adore la musique.
I love music.,J'aime beaucoup la musique.
I love music.,Je tripe sur la musique.
I love pizza.,J'adore la pizza.
I love trips.,J'aime les voyages.
I loved that.,J'adorais ça.
I loved that.,J'ai adoré ça.
I made a bet.,J'ai effectué un pari.
I made it up.,Je l’ai inventé.
I made plans.,J'ai élaboré des plans.
I made plans.,J'ai fait des projets.
I made these.,J'ai fait ceux-ci.
I made these.,J'ai fait celles-ci.
I made these.,J'ai confectionné ceux-ci.
I might stay.,Il se pourrait que je reste.
I missed you.,Tu m'as manqué.
I must do it.,Je dois le faire.
I must hurry.,Je dois me grouiller.
I must hurry.,Je dois me dépêcher.
I must hurry.,Je dois me hâter.
I must leave.,Il me faut partir.
I must leave.,Je dois partir.
I must study.,Je dois étudier.
I need a bag.,Il me faut un sac.
I need a cab.,J'ai besoin d'un taxi.
I need a car.,J'ai besoin d'une voiture.
I need a hat.,Il me faut un chapeau.
I need a hug.,J'ai besoin d'un câlin.
I need a job.,Il me faut un travail.
I need a job.,J'ai besoin d'un emploi.
I need a job.,J'ai besoin d'un boulot.
I need a map.,J'ai besoin d'un plan.
I need a map.,Il me faut une carte.
I need a pen.,J'ai besoin d'un stylo.
I need a pet.,Il me faut un animal de compagnie.
I need books.,J'ai besoin de livres.
I need money.,J'ai besoin d'argent.
I need paint.,J'ai besoin de peinture.
I need paint.,Il me faut de la peinture.
I need proof.,J'ai besoin de preuves.
I need proof.,Il me faut des preuves.
I need sleep.,J'ai besoin de sommeil.
I need space.,J'ai besoin d'espace.
I need sugar.,J'ai besoin de sucre.
I need to go.,Je dois y aller.
I need to go.,Je dois partir.
I need to go.,Je dois m'en aller.
I need water.,Il me faut de l'eau.
I need water.,J'ai besoin d'eau.
I needed you.,J'avais besoin de toi.
I needed you.,J'avais besoin de vous.
I never lose.,Je ne perds jamais.
I often read.,Je lis souvent.
I phoned him.,Je lui ai téléphoné.
I play piano.,Je joue du piano.
I play rugby.,Je joue au rugby.
I read a lot.,Je lis beaucoup.
I read books.,Je lis des livres.
I rewrote it.,Je l'ai réécrit.
I rewrote it.,Je le réécrivis.
I said maybe.,J'ai dit peut-être.
I screwed up.,J’ai merdé.
I see a book.,Je vois un livre.
I see a lion.,Je vois un lion.
I see a rose.,Je vois une rose.
I see a star.,Je vois une étoile.
I sell books.,Je vends des livres.
I sell fruit.,Je vends des fruits.
I sell shoes.,Je vends des chaussures.
I slept late.,J'ai dormi tard.
I slept well.,J'ai bien dormi.
I smelled it.,Je l'ai senti.
I smelled it.,Je l'ai sentie.
I started it.,Je l'ai démarré.
I started it.,Je l'ai démarrée.
I started it.,Je l'ai initié.
I started it.,Je l'ai initiée.
I still care.,Je m'en soucie encore.
I still work.,Je travaille encore.
I suppose so.,Je le suppose.
I suppose so.,Je suppose.
I swim a lot.,Je nage beaucoup.
I sympathize.,Je compatis.
I teach here.,J'enseigne ici.
I thought so.,Je m'en suis douté.
I took a cab.,J'ai pris un taxi.
I took a cab.,J'ai pris le taxi.
I took a nap.,Je fis une sieste.
I took risks.,J'ai pris des risques.
I tried both.,J'ai essayé les deux.
I tried hard.,J'ai essayé de toutes mes forces.
I tried that.,J'ai essayé ça.
I understand.,Je comprends.
I understood.,J'ai compris.
I want a box.,Je veux une boîte.
I want a dog.,Je veux un chien.
I want a fan.,Je veux un ventilateur.
I want a job.,Je veux un boulot.
I want a lot.,J'en veux plein.
I want a lot.,J'en veux beaucoup.
I want facts.,Il me faut des faits.
I want proof.,Je veux une preuve.
I want these.,Je veux ceux-là.
I want these.,Je veux celles-là.
I want to go.,Je veux partir.
I want to go.,Je veux m'en aller.
I want to go.,Je veux y aller.
I want to go.,Je veux y aller !
I warned Tom.,J'ai prévenu Tom.
I was asleep.,J'étais endormi.
I was asleep.,J'étais endormie.
I was beaten.,J'ai été frappé.
I was beaten.,J'ai été frappée.
I was burned.,J'ai été brûlé.
I was burned.,J'ai été brûlée.
I was canned.,On m'a saqué.
I was framed.,On m'a tendu un piège.
I was lonely.,J'étais esseulé.
I was lonely.,J'étais esseulée.
I was robbed.,On m'a volé.
I was robbed.,J’ai été volé.
I was robbed.,J’ai été cambriolé.
I was robbed.,J’ai été cambriolée.
I was shaken.,J'ai été remué.
I was shaken.,J'ai été remuée.
I was shaken.,J'ai été secoué.
I was shaken.,J'ai été secouée.
I was sleepy.,J'avais envie de dormir.
I was stupid.,J'étais stupide.
I was warned.,J'ai été prévenu.
I was warned.,J'ai été prévenue.
I was warned.,On m'a prévenu.
I was warned.,On m'a prévenue.
I weighed it.,Je l'ai pesé.
I went twice.,J'y suis allé deux fois.
I went twice.,Je m'y suis rendu à deux reprises.
I went twice.,Je m'y suis rendue à deux reprises.
I went twice.,J'y suis allée deux fois.
I will fight.,Je me battrai.
I will learn.,J'apprendrai.
I will shoot.,Je tirerai.
I wimped out.,Je me suis dégonflé.
I wimped out.,Je me suis dégonflée.
I won't come.,Je ne viendrai pas.
I won't lose.,Je ne perdrai pas.
I won't pass.,Je ne passerai pas.
I wonder who.,Je me demande qui.
I wonder why.,Je me demande pourquoi.
I work alone.,Je travaille seul.
I work alone.,Je travaille seule.
I wrote that.,C'est moi qui ai écrit ça.
I wrote that.,J'ai écrit ça.
I'd buy that.,Je l'achèterais.
I'd buy that.,Je le goberais.
I'll ask him.,Je lui demanderai.
I'll be back.,Je reviens.
I'll be back.,Je reviendrai.
I'll be fine.,Ça va aller.
I'll be free.,Je serai libre.
I'll be here.,Je serai ici.
I'll be late.,Je serai en retard.
I'll be late.,Je vais arriver en retard.
I'll be nice.,Je serai gentil.
I'll be nice.,Je serai gentille.
I'll explain.,J'expliquerai.
I'll get ice.,J'irai chercher de la glace.
I'll get one.,Je vais en avoir un.
I'll get one.,Je vais en prendre un.
I'll get you.,J'irai te chercher.
I'll get you.,J'irai vous chercher.
I'll get you.,J'irai te prendre.
I'll get you.,J'irai vous prendre.
I'll go back.,Je reviendrai.
I'll go home.,J'irai chez moi.
I'll go look.,J'irai voir.
I'll go next.,J'irai ensuite.
I'll grab it.,Je mettrai la main dessus.
I'll grab it.,Je le saisirai.
I'll grab it.,Je l'attraperai.
I'll jump in.,Je m'y joindrai.
I'll just go.,Je vais juste y aller.
I'll kill it.,Je le tuerai.
I'll open it.,Je l'ouvrirai.
I'll pay you.,Je te paierai.
I'll pay you.,Je vous paierai.
I'll read it.,Je le lirai.
I'll risk it.,Je tenterai le coup.
I'll see Tom.,Je vais voir Tom.
I'll sign it.,Je le signerai.
I'll sue you.,Je te poursuivrai en justice.
I'll sue you.,Je te ferai un procès.
I'll sue you.,Je vous poursuivrai en justice.
I'll sue you.,Je vous ferai un procès.
I'll take it.,Je le prends.
I'm 99% sure.,J'en suis sûr à 99%.
I'm 99% sure.,J'en suis sûre à 99%.
I'm Canadian.,Je suis Canadienne.
I'm Canadian.,Je suis Canadien.
I'm a Gemini.,Je suis Gémeaux.
I'm a Taurus.,Je suis Taureau.
I'm a banker.,Je suis banquier.
I'm a barber.,Je suis barbier.
I'm a coward.,Je suis un couard.
I'm a coward.,Je suis un lâche.
I'm a dancer.,Je suis danseur.
I'm a dancer.,Je suis danseuse.
I'm a doctor.,Je suis médecin.
I'm a doctor.,Je suis toubib.
I'm a farmer.,Je suis fermier.
I'm a farmer.,Je suis agriculteur.
I'm a farmer.,Je travaille dans ma ferme.
I'm a farmer.,Je suis un agriculteur.
I'm a father.,Je suis papa.
I'm a friend.,Je suis un ami.
I'm a friend.,Je suis une amie.
I'm a genius.,Je suis un génie.
I'm a lawyer.,Je suis avocat.
I'm a lawyer.,Je suis avocate.
I'm a member.,Je suis membre.
I'm a nobody.,Je ne suis personne.
I'm a priest.,Je suis prêtre.
I'm a purist.,Je suis un puriste.
I'm a singer.,Je suis chanteur.
I'm a singer.,Je suis chanteuse.
I'm a smoker.,Je suis fumeur.
I'm a surfer.,Je suis surfeur.
I'm a surfer.,Je suis surfeuse.
I'm a writer.,Je suis écrivain.
I'm addicted.,Je suis drogué.
I'm addicted.,Je suis accro.
I'm addicted.,J'ai une assuétude.
I'm all done.,J'ai tout fini.
I'm all done.,J'ai tout terminé.
I'm all ears.,Je suis tout ouïe.
I'm an adult.,Je suis adulte.
I'm an agent.,Je suis un agent.
I'm autistic.,Je suis autiste.
I'm bleeding.,Je suis en train de saigner.
I'm bleeding.,Je saigne.
I'm bluffing.,J’y vais au flan.
I'm confused.,Je me mélange les pinceaux.
I'm confused.,Je suis confus.
I'm confused.,Je suis confuse.
I'm creative.,Je suis créatif.
I'm creative.,Je suis créative.
I'm cultured.,Je suis cultivé.
I'm cultured.,Je suis cultivée.
I'm diabetic.,Je suis diabétique.
I'm discreet.,Je suis discret.
I'm discreet.,Je suis discrète.
I'm divorced.,Je suis divorcé.
I'm divorced.,Je suis divorcée.
I'm doing OK.,Je vais bien.
I'm doing OK.,Je m'en sors bien.
I'm drowning.,Je suis en train de me noyer.
I'm drowning.,Je me noie.
I'm educated.,Je suis instruit.
I'm eighteen.,J'ai dix-huit ans.
I'm expected.,Quelqu'un m'attend.
I'm expected.,On m'attend.
I'm faithful.,Je suis fidèle.
I'm famished.,Je suis affamé !
"I'm fat, too.",Je suis gros également.
"I'm fat, too.",Je suis gros aussi.
I'm fearless.,Je suis intrépide.
I'm fighting.,Je me bats.
I'm fine now.,Je vais bien maintenant.
I'm finished.,J'ai terminé.
I'm finished.,J'en ai terminé.
I'm free now.,Je suis libre maintenant.
I'm freezing.,Je suis gelé.
I'm going in.,J'entre.
I'm grateful.,Je suis reconnaissant.
I'm grateful.,Je suis reconnaissante.
I'm grounded.,Je suis cloué.
I'm grounded.,Je suis clouée.
I'm grounded.,Je suis privé de sortie.
I'm gullible.,Je suis crédule.
I'm hesitant.,J'hésite.
I'm homeless.,Je suis à la rue.
I'm homesick.,J'ai le mal du pays.
I'm hopeless.,Je suis désespéré.
I'm hopeless.,Je suis désespérée.
I'm horrible.,Je suis horrible.
I'm hungover.,J'ai la gueule de bois.
I'm innocent.,Je suis innocent.
I'm innocent.,Je suis innocente.
I'm innocent.,Je suis ingénu.
I'm innocent.,Je suis ingénue.
I'm involved.,Je suis impliqué.
I'm involved.,Je suis impliquée.
I'm managing.,Je m'en sors.
I'm mistaken.,Je fais erreur.
I'm new here.,Je suis nouveau ici.
I'm new here.,"Je suis nouveau, ici."
I'm no angel.,Je ne suis pas un ange.
I'm no dummy.,Je ne suis pas idiot.
I'm no dummy.,Je ne suis pas abruti.
I'm no dummy.,Je ne suis pas abrutie.
I'm no rebel.,Je ne suis pas un rebelle.
I'm no saint.,Je ne suis pas un saint.
I'm no saint.,Je ne suis pas une sainte.
I'm not busy.,Je ne suis pas occupé.
I'm not dead.,Je ne suis pas morte.
I'm not dead.,Je ne suis pas mort.
I'm not deaf.,Je ne suis pas sourd.
I'm not deaf.,Je ne suis pas sourde.
I'm not done.,Je n'ai pas fini.
I'm not done.,Je n'ai pas terminé.
I'm not done.,Je n'en ai pas terminé.
I'm not dumb.,Je ne suis pas abruti.
I'm not dumb.,Je ne suis pas abrutie.
I'm not evil.,Je ne suis pas mauvais.
I'm not here.,Je ne suis pas ici.
I'm not here.,Je ne suis pas là.
I'm not home.,Je ne suis pas chez moi.
I'm not home.,Je ne suis pas à la maison.
I'm not hurt.,Je ne suis pas blessé.
I'm not hurt.,Je ne suis pas blessée.
I'm not lazy.,Je ne suis pas paresseux.
I'm not lost.,Je ne suis pas perdu.
I'm not mean.,Je ne suis pas méchant.
I'm not mean.,Je ne suis pas méchante.
I'm not rich.,Je ne suis pas riche.
I'm not safe.,Je ne suis pas en sécurité.
I'm not sure.,Je n'en suis pas certain.
I'm not sure.,Je n'en suis pas certaine.
I'm not tall.,Je ne suis pas grand.
I'm not tall.,Je ne suis pas grande.
I'm not ugly.,Je ne suis pas laid.
I'm not ugly.,Je ne suis pas laide.
I'm not well.,Je ne vais pas bien.
I'm obedient.,Je suis obéissant.
I'm off duty.,Je ne suis pas en service.
I'm off-duty.,Je ne suis pas en service.
I'm offended.,Je suis offensé.
I'm offended.,Je suis offensée.
I'm outraged.,Je suis indigné.
I'm outraged.,Je suis indignée.
I'm positive.,J'en suis certain.
I'm positive.,J'en suis sûr.
I'm positive.,J'en suis sûre.
I'm powerful.,Je suis puissant.
I'm powerful.,Je suis puissante.
I'm pregnant.,Je suis enceinte.
I'm prepared.,Je suis prêt.
I'm prepared.,Je suis préparée.
I'm prepared.,Je suis préparé.
I'm punctual.,Je suis ponctuel.
I'm punctual.,Je suis ponctuelle.
I'm rational.,Je suis rationnel.
I'm rational.,Je suis rationnelle.
I'm reformed.,Je me suis amendé.
I'm reformed.,Je me suis amendée.
I'm reliable.,Je suis fiable.
I'm relieved.,Je suis soulagée.
I'm reserved.,Je suis réservé.
I'm restless.,Je ne tiens pas en place.
I'm ruthless.,Je suis impitoyable.
I'm safe now.,Je suis en sécurité maintenant.
I'm safe now.,Je suis en sécurité à présent.
I'm shooting.,Je tire.
I'm shopping.,Je fais les courses.
I'm sleeping.,Je suis en train de dormir.
I'm so happy.,Je suis si heureux.
I'm so sorry.,Je suis tellement désolé !
I'm so sorry.,Je suis tellement désolée !
I'm so tired!,Je suis si fatigué !
I'm so tired!,Je suis tellement las !
I'm so tired.,Je suis si fatigué.
I'm so tired.,Je suis si fatiguée.
I'm so tired.,Je suis tellement fatigué.
I'm so tired.,Je suis tellement fatiguée.
I'm speaking.,Je suis en train de parler.
I'm starving.,Je crève de faim !
I'm starving.,J'ai la fringale.
I'm starving.,Je meurs de faim.
I'm still up.,Je suis toujours debout.
I'm stubborn.,Je suis têtu.
I'm stubborn.,Je suis têtue.
I'm stubborn.,Je suis obstiné.
I'm stubborn.,Je suis obstinée.
I'm sweating.,Je sue.
I'm sweating.,Je transpire.
I'm the best.,Je suis le meilleur.
I'm the best.,Je suis la meilleure.
I'm the boss.,C'est moi le patron.
I'm the boss.,C'est moi la patronne.
I'm the boss.,Je suis le patron.
I'm the boss.,Je suis la patronne.
I'm the cook.,Je suis le cuisinier.
I'm thinking.,Je réfléchis.
I'm thirteen.,J'ai treize ans.
I'm thorough.,Je suis minutieux.
I'm thorough.,Je suis minutieuse.
I'm thorough.,Je suis consciencieux.
I'm thorough.,Je suis consciencieuse.
I'm thrilled.,Je suis ravi.
I'm thrilled.,Je suis ravie.
I'm ticklish.,Je suis chatouilleux.
I'm ticklish.,Je suis chatouilleuse.
I'm to blame.,C'est de ma faute.
I'm tolerant.,Je suis tolérant.
I'm too busy.,Je suis trop occupé.
I'm too busy.,Je suis trop occupée.
I'm too busy.,Je suis trop affairé.
I'm too busy.,Je suis trop affairée.
I'm too fast.,Je vais trop vite.
I'm truthful.,Je dis la vérité.
I'm unbiased.,Je suis impartial.
I'm unbiased.,Je suis impartiale.
I'm upstairs.,Je suis au-dessus.
I'm upstairs.,Je suis en haut.
I'm very fat.,Je suis très gros.
I'm very fat.,Je suis très gras.
I'm very old.,Je suis très vieille.
I'm very sad.,Je suis très triste.
I'm very shy.,Je suis très timide.
I'm watching.,J'observe.
I'm watching.,Je surveille.
I'm with him.,Je suis avec lui.
I'm worn out.,Je suis épuisé.
I'm your age.,J'ai ton âge.
I've checked.,J'ai vérifié.
I've decided.,J'ai décidé.
I've done it.,Je l'ai fait.
I've escaped.,Je me suis enfui.
I've escaped.,Je me suis échappé.
I've got one.,J'en ai un.
I've got you.,Je t'ai eu.
I've got you.,Je t'ai eue.
I've got you.,Je vous ai eu.
I've got you.,Je vous ai eue.
I've got you.,Je vous ai eus.
I've got you.,Je vous ai eues.
I've lost it.,Je l’ai perdu.
I've matured.,J'ai mûri.
I've no idea.,Je n'ai aucune idée.
I've no idea.,Je n'en ai aucune idée.
I've retired.,J'ai pris ma retraite.
I've seen it.,Je l'ai vu.
Ice is solid.,La glace est solide.
Identify Tom.,Identifiez Tom.
Iron is hard.,Le fer est dur.
Is Tom alive?,Est-ce que Tom est vivant ?
Is Tom alone?,Tom est-il seul ?
Is Tom crazy?,Tom est-il fou ?
Is Tom cured?,Tom est-il guéri ?
Is Tom drunk?,Tom est-il saoul ?
Is Tom drunk?,Tom est-il ivre ?
Is Tom lying?,Tom ment-il ?
Is Tom right?,Est-ce que Tom a raison ?
Is Tom there?,Est-ce que Tom est ici ?
Is Tom there?,Est-ce que Tom est là ?
Is it a deal?,Est-ce une bonne affaire ?
Is it a deer?,Est-ce un cerf ?
Is it a deer?,S'agit-il d'un cerf ?
Is it a joke?,Est-ce une blague ?
Is it a joke?,S'agit-il d'une blague ?
Is it a trap?,Est-ce que c'est un piège ?
Is it a wolf?,Est-ce un loup ?
Is it a wolf?,Est-ce une louve ?
Is it an elk?,Est-ce un élan ?
Is it broken?,Est-ce cassé ?
Is it broken?,Est-ce brisé ?
Is it broken?,C'est cassé ?
Is it cancer?,S'agit-il d'un cancer ?
Is it cloudy?,Est-ce nuageux ?
Is it enough?,Est-ce assez ?
Is it for me?,Est-ce que c'est pour moi ?
Is it nearby?,Est-ce proche ?
Is it nearby?,Est-ce dans les environs ?
Is it nearby?,C'est près d'ici ?
Is that a no?,Est-ce un non ?
Is that love?,C'est ça l'amour ?
Is that love?,Est-ce de l'amour ?
Is that snow?,C'est de la neige ?
Is that snow?,Est-ce que c'est de la neige ?
Is that true?,C'est vrai ?
Is that true?,Ah vraiment ?
Is this blue?,Est-ce bleu ?
Is this fake?,Est-ce une imitation ?
Is this fake?,Est-ce une simulation ?
Is this fake?,Est-ce du chiqué ?
Is this fake?,C'est du chiqué ?
Is this fake?,Est-ce un pastiche ?
Is this free?,Est-ce gratuit ?
Is this love?,C'est ça l'amour ?
Is this love?,Est-ce de l'amour ?
Is this love?,Est-ce de l'amour ?
Is this love?,Est-ce l'amour ?
Is this love?,Serait-ce de l'amour ?
Is this mine?,Est-ce le mien ?
Is this ours?,Est-ce le nôtre ?
Is this ours?,Est-ce la nôtre ?
Is this true?,C'est vrai ?
Is this wine?,S'agit-il de vin ?
Is this wine?,Est-ce du vin ?
It amazed me.,Ça m'a épaté.
It felt good.,Ça faisait du bien.
It is a book.,C'est un livre.
It is a book.,Ceci est un livre.
It is a song.,C'est une chanson.
It is unfair.,C'est injuste.
It isn't new.,Ce n'est pas nouveau.
It looks fun.,Ça a l’air marrant.
It may break.,Il pourrait se casser.
It may break.,Il pourrait se briser.
It scared me.,Ça m'a fait peur.
It took time.,Ça a pris du temps.
It was a bet.,C'était un pari.
It was a lie.,C'était un mensonge.
It was awful.,Ce fut horrible.
It was awful.,Ça a été horrible.
It was awful.,C'était terrible.
It was black.,C'était noir.
It was clean.,C'était propre.
It was clean.,C'était net.
It was clean.,Ce fut net.
It was clean.,Ce fut propre.
It was empty.,C'était vide.
It was night.,Il faisait nuit.
It was night.,C'était la nuit.
It was noisy.,C'était bruyant.
It was pizza.,C'était une pizza.
It was pizza.,C'était de la pizza.
It was small.,C'était petit.
It was vague.,C'était vague.
It was white.,C'était blanc.
It wasn't me.,Ce n'était pas moi.
It went well.,Ça s'est bien passé.
It went well.,Cela s'est bien passé.
It will heal.,Cela guérira.
It will work.,Cela fonctionnera.
It'll be hot.,Il va faire chaud.
It'll happen.,Ça arrivera.
It'll happen.,Ça surviendra.
It'll happen.,Ça aura lieu.
It's a cinch.,C'est simple comme bonjour.
It's a curse.,C'est une malédiction.
It's a fruit.,Il s'agit d'un fruit.
It's a plant.,Il s'agit d'une plante.
It's a robot.,C'est un robot.
It's a rumor.,Il s'agit d'une rumeur.
It's a rumor.,C'est une rumeur.
It's a setup.,C'est un piège.
It's a shame.,C'est dommage.
It's a waste.,C'est un gaspillage.
It's a waste.,Il s'agit d'un gaspillage.
It's all wet.,Tout est mouillé.
It's amazing.,C'est incroyable.
It's archaic.,C'est archaïque.
It's archaic.,Il est archaïque.
It's archaic.,Elle est archaïque.
It's awesome.,C'est génial.
It's awesome.,C'est super.
It's awesome.,C'est effarant.
It's bedtime.,Il est temps de dormir.
It's bedtime.,C'est l'heure de se coucher.
It's complex.,C'est compliqué.
It's complex.,C'est complexe.
It's correct.,C'est exact.
It's for you.,C'est pour toi.
It's for you.,C'est pour vous.
It's garbage.,Ce sont des conneries.
It's garbage.,C'est de la daube.
It's garbage.,Ce sont des détritus.
It's genuine.,C'est la vérité.
It's genuine.,C'est véritable.
It's hearsay.,C'est un ouï-dire.
It's hearsay.,C'est du on-dit.
It's hideous.,C'est hideux.
It's missing.,C'est manquant.
It's missing.,Ça fait défaut.
It's morning.,On est le matin.
It's my book.,C'est mon livre.
It's my turn.,C'est mon tour.
It's no good.,Ce n'est pas bon.
It's no joke.,Ce n'est pas une blague.
It's not bad.,Pas mal.
It's not bad.,Ce n'est pas mauvais.
It's not new.,Ce n'est pas nouveau.
It's nothing.,Ce n'est rien.
It's obvious.,C'est évident.
It's obvious.,C'est patent.
It's obvious.,Cela coule de source.
It's obvious.,Ça saute aux yeux.
It's on fire.,C'est en feu.
It's on fire.,C'est déchaîné.
It's our car.,C'est notre voiture.
It's our job.,C'est notre boulot.
It's perfect.,C'est parfait.
It's serious.,C'est sérieux.
It's snowing.,Il neige.
